city_id,city_name,line_id,line_name,line_hex_color,station_id,station_name,lat,lng,order
1,"Москва",1,"Сокольническая",E42313,1.4,"Библиотека им.Ленина",55.752123,37.610388,10
1,"Москва",1,"Сокольническая",E42313,1.64,"Кропоткинская",55.745297,37.604217,11
1,"Москва",1,"Сокольническая",E42313,1.103,"Парк культуры",55.736163,37.595027,12
1,"Москва",1,"Сокольническая",E42313,1.152,"Фрунзенская",55.727462,37.58022,13
1,"Москва",1,"Сокольническая",E42313,1.135,"Спортивная",55.722388,37.562041,14
1,"Москва",1,"Сокольническая",E42313,1.165,"Воробьевы горы",55.709169,37.557293,15
1,"Москва",1,"Сокольническая",E42313,1.149,"Университет",55.69329,37.534511,16
1,"Москва",1,"Сокольническая",E42313,1.118,"Проспект Вернадского",55.676549,37.504584,17
1,"Москва",1,"Сокольническая",E42313,1.162,"Юго-Западная",55.663146,37.482852,18
1,"Москва",1,"Сокольническая",E42313,1.505,"Тропарево",55.6459,37.4725,19
1,"Москва",1,"Сокольническая",E42313,1.513,"Румянцево",55.633,37.4419,20
1,"Москва",1,"Сокольническая",E42313,1.514,"Саларьево",55.6227,37.424,21
1,"Москва",1,"Сокольническая",E42313,1.678,"Филатов луг",55.5997,37.4075,22
1,"Москва",1,"Сокольническая",E42313,1.679,"Прокшино",55.5813,37.4425,23
1,"Москва",1,"Сокольническая",E42313,1.680,"Ольховая",55.5692,37.4589,24
1,"Москва",1,"Сокольническая",E42313,1.681,"Коммунарка",55.559765,37.468716,25
1,"Москва",3,"Арбатско-Покровская",0072BA,3.159,"Щелковская",55.809962,37.798261,0
1,"Москва",3,"Арбатско-Покровская",0072BA,3.106,"Первомайская",55.794376,37.799364,1
1,"Москва",3,"Арбатско-Покровская",0072BA,3.40,"Измайловская",55.787713,37.779896,2
1,"Москва",3,"Арбатско-Покровская",0072BA,3.105,"Партизанская",55.788401,37.74882,3
1,"Москва",3,"Арбатско-Покровская",0072BA,3.130,"Семеновская",55.783096,37.719289,4
1,"Москва",3,"Арбатско-Покровская",0072BA,3.161,"Электрозаводская",55.782057,37.7053,5
1,"Москва",3,"Арбатско-Покровская",0072BA,3.17,"Бауманская",55.772405,37.67904,6
1,"Москва",3,"Арбатско-Покровская",0072BA,3.70,"Курская",55.758564,37.659039,7
1,"Москва",3,"Арбатско-Покровская",0072BA,3.100,"Площадь Революции",55.756741,37.62236,8
1,"Москва",3,"Арбатско-Покровская",0072BA,3.5,"Арбатская",55.752312,37.60349,9
1,"Москва",3,"Арбатско-Покровская",0072BA,3.131,"Смоленская",55.747713,37.583802,10
1,"Москва",3,"Арбатско-Покровская",0072BA,3.47,"Киевская",55.743117,37.564132,11
1,"Москва",3,"Арбатско-Покровская",0072BA,3.173,"Парк Победы",55.735679,37.516865,12
1,"Москва",3,"Арбатско-Покровская",0072BA,3.176,"Славянский бульвар",55.729542,37.470973,13
1,"Москва",3,"Арбатско-Покровская",0072BA,3.69,"Кунцевская",55.730673,37.446522,14
1,"Москва",3,"Арбатско-Покровская",0072BA,3.84,"Молодежная",55.741375,37.415627,15
1,"Москва",3,"Арбатско-Покровская",0072BA,3.65,"Крылатское",55.756842,37.408139,16
1,"Москва",3,"Арбатско-Покровская",0072BA,3.174,"Строгино",55.803831,37.402405,17
1,"Москва",3,"Арбатско-Покровская",0072BA,3.181,"Мякинино",55.823342,37.385214,18
1,"Москва",3,"Арбатско-Покровская",0072BA,3.182,"Волоколамская",55.835154,37.382453,19
1,"Москва",3,"Арбатско-Покровская",0072BA,3.183,"Митино",55.846098,37.36122,20
1,"Москва",3,"Арбатско-Покровская",0072BA,3.463,"Пятницкое шоссе",55.853634,37.353108,21
1,"Москва",4,"Филевская",1EBCEF,4.471,"Кунцевская",55.730815,37.446754,0
1,"Москва",4,"Филевская",1EBCEF,4.110,"Пионерская",55.736027,37.466728,1
1,"Москва",4,"Филевская",1EBCEF,4.150,"Филевский парк",55.739665,37.483902,2
1,"Москва",4,"Филевская",1EBCEF,4.14,"Багратионовская",55.743544,37.497042,3
1,"Москва",4,"Филевская",1EBCEF,4.151,"Фили",55.746763,37.514035,4
1,"Москва",4,"Филевская",1EBCEF,4.73,"Кутузовская",55.740544,37.5341,5
1,"Москва",4,"Филевская",1EBCEF,4.136,"Студенческая",55.738761,37.54842,6
1,"Москва",4,"Филевская",1EBCEF,4.48,"Киевская",55.743168,37.565425,7
1,"Москва",4,"Филевская",1EBCEF,4.132,"Смоленская",55.749083,37.582173,8
1,"Москва",4,"Филевская",1EBCEF,4.11,"Арбатская",55.752122,37.601553,9
1,"Москва",4,"Филевская",1EBCEF,4.6,"Александровский сад",55.752255,37.608775,10
1,"Москва",4,"Филевская",1EBCEF,4.172,"Выставочная",55.750243,37.542641,11
1,"Москва",4,"Филевская",1EBCEF,4.179,"Международная",55.748324,37.533282,12
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.9,"Алтуфьево",55.899034,37.586473,0
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.22,"Бибирево",55.883868,37.603011,1
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.97,"Отрадное",55.864273,37.605066,2
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.28,"Владыкино",55.848236,37.590451,3
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.108,"Петровско-Разумовская",55.836565,37.575512,4
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.141,"Тимирязевская",55.81866,37.574498,5
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.35,"Дмитровская",55.808056,37.581734,6
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.128,"Савёловская",55.794054,37.587163,7
1,"Москва",9,"Серпуховско-Тимирязевская",ADACAC,9.83,"Менделеевская",55.781999,37.599141,8
