id,city_id,line_id,name,lat,lng,order
6.3,1,6,Akademicheskaya,55.687147,37.5723,15
6.121,1,6,Profsoyuznaya,55.677671,37.562595,16
6.92,1,6,"Novye Cheryomushki",55.670077,37.554493,17
6.41,1,6,Kaluzhskaya,55.656682,37.540075,18
6.21,1,6,Belyaevo,55.642357,37.526115,19
6.56,1,6,"Kon'kovo",55.631857,37.519156,20
6.140,1,6,"Tyoply Stan",55.61873,37.505912,21
6.164,1,6,Yasenevo,55.606182,37.5334,22
6.23,1,6,Novoyasenevskaya,55.601947,37.553017,23
1.148,1,1," Bulvar Rokossovskogo",55.814916,37.732227,0
1.155,1,1,Cherkizovskaya,55.802787,37.744863,1
1.117,1,1,"Preobrazhenskaya Ploschad",55.796322,37.713582,2
1.134,1,1,Sokolniki,55.789282,37.679895,3
1.60,1,1,Krasnoselskaya,55.780014,37.666097,4
1.54,1,1,Komsomolskaya,55.774072,37.654565,5
1.61,1,1,"Krasnye Vorota",55.768307,37.6478,6
1.143,1,1,"Chistye Prudy",55.76499,37.638293,7
1.66,1,1,Lubyanka,55.759889,37.625336,8
1.98,1,1,"Okhotny Ryad",55.757228,37.615078,9
1.4,1,1,"Biblioteka Imeni Lenina",55.752123,37.610388,10
1.64,1,1,Kropotkinskaya,55.745297,37.604217,11
1.103,1,1,"Park Kultury",55.736163,37.595027,12
1.152,1,1,Frunzenskaya,55.727462,37.58022,13
1.135,1,1,Sportivnaya,55.722388,37.562041,14
1.165,1,1,"Vorob'yevy Gory",55.709169,37.557293,15
1.149,1,1,Universitet,55.69329,37.534511,16
1.118,1,1,"Prospekt Vernadskogo",55.676549,37.504584,17
1.162,1,1,Yugo-Zapadnaya,55.663146,37.482852,18
1.505,1,1,Troparevo,55.6459,37.4725,19
1.513,1,1,Rumyantsevo,55.633,37.4419,20
1.514,1,1,Salaryevo,55.6227,37.424,21
1.678,1,1,"Filatov Lug",55.5997,37.4075,22
1.679,1,1,"Prokshino ",55.5813,37.4425,23
1.680,1,1,"Olkhovaya ",55.5692,37.4589,24
1.681,1,1,Kommunarka,55.559765,37.468716,25
3.159,1,3,Schelkovskaya,55.809962,37.798261,0
3.106,1,3,Pervomayskaya,55.794376,37.799364,1
3.40,1,3,Izmailovskaya,55.787713,37.779896,2
3.105,1,3,Partizanskaya,55.788401,37.74882,3
3.130,1,3,Semyonovskaya,55.783096,37.719289,4
3.161,1,3,Elektrozavodskaya,55.782057,37.7053,5
3.17,1,3,Baumanskaya,55.772405,37.67904,6
3.100,1,3,"Ploschad Revolutsii",55.756741,37.62236,7
3.70,1,3,Kurskaya,55.758564,37.659039,8
3.5,1,3,Arbatskaya,55.752312,37.60349,9
3.131,1,3,Smolenskaya,55.747713,37.583802,10
3.47,1,3,Kievskaya,55.743117,37.564132,11
3.173,1,3,"Park Pobedy",55.735679,37.516865,12
3.176,1,3,"Slavyanskiy Bul'var",55.729542,37.470973,13
3.69,1,3,Kuntsevskaya,55.730673,37.446522,14
3.84,1,3,Molodyozhnaya,55.741375,37.415627,15
3.65,1,3,Krylatskoe,55.756842,37.408139,16
3.174,1,3,Strogino,55.803831,37.402405,17
3.181,1,3,Myakinino,55.823342,37.385214,18
3.182,1,3,Volokolamskaya,55.835154,37.382453,19
3.183,1,3,Mitino,55.846098,37.36122,20
3.463,1,3,"Pyatnitskoye Shosse",55.853634,37.353108,21
4.471,1,4,Kuntsevskaya,55.730815,37.446754,0
4.110,1,4,Pionerskaya,55.736027,37.466728,1
4.150,1,4,"Filyovskiy Park",55.739665,37.483902,2
4.14,1,4,Bagrationovskaya,55.743544,37.497042,3
4.151,1,4,Fili,55.746763,37.514035,4
4.73,1,4,Kutuzovskaya,55.740544,37.5341,5
4.136,1,4,Studencheskaya,55.738761,37.54842,6
4.48,1,4,Kievskaya,55.743168,37.565425,7
4.132,1,4,Smolenskaya,55.749083,37.582173,8
4.11,1,4,Arbatskaya,55.752122,37.601553,9
4.6,1,4,"Alexandrovskiy Sad",55.752255,37.608775,10
4.172,1,4,Vystavochnaya,55.750243,37.542641,11
4.179,1,4,Mezhdunarodnaya,55.748324,37.533282,12
9.9,1,9,Altufievo,55.899034,37.586473,0
9.22,1,9,Bibirevo,55.883868,37.603011,1
9.97,1,9,Otradnoe,55.864273,37.605066,2
9.28,1,9,Vladykino,55.848236,37.590451,3
9.108,1,9,Petrovsko-Razumovskaya,55.836565,37.575512,4
9.141,1,9,Timiryazevskaya,55.81866,37.574498,5
9.35,1,9,Dmitrovskaya,55.808056,37.581734,6
9.128,1,9,Savyolovskaya,55.794054,37.587163,7
9.83,1,9,Mendeleevskaya,55.781999,37.599141,8
9.154,1,9,"Tsvetnoy Bul'var",55.771653,37.620466,9
9.123,1,9,Chekhovskaya,55.765747,37.608493,10
9.7,1,9,Borovitskaya,55.750399,37.60934,11
9.115,1,9,Polyanka,55.736795,37.618594,12
9.37,1,9,Serpukhovskaya,55.726548,37.624792,13
9.142,1,9,Tulskaya,55.70961,37.622569,14
9.85,1,9,Nagatinskaya,55.682099,37.620917,15
9.86,1,9,Nagornaya,55.672962,37.610397,16
9.87,1,9,"Nakhimovskiy Prospekt",55.662379,37.605274,17
9.43,1,9,Sevastopolskaya,55.651451,37.59809,18
9.156,1,9,Chertanovskaya,55.640538,37.606065,19
9.163,1,9,Yuzhnaya,55.622436,37.609047,20
9.116,1,9,Prazhskaya,55.610962,37.602386,21
9.147,1,9,"Ulitsa Akademika Yangelya",55.596753,37.601498,22
9.10,1,9,Annino,55.583477,37.596999,23
9.170,1,9,"Bul'var Dmitriya Donskogo",55.568201,37.576856,24
7.111,1,7,Planernaya,55.859676,37.436808,0
7.138,1,7,Skhodnenskaya,55.84926,37.44076,1
7.145,1,7,Tushinskaya,55.825479,37.437024,2
7.507,1,7,Spartak,55.8182,37.4352,3
7.160,1,7,Schukinskaya,55.8094,37.463241,4
7.95,1,7,"Oktyabr'skoye Pole",55.793581,37.493317,5
7.114,1,7,Polezhaevskaya,55.777201,37.517895,6
7.18,1,7,Begovaya,55.773505,37.545518,7
7.146,1,7,"Ulitsa 1905 Goda",55.763944,37.562271,8
7.16,1,7,Barrikadnaya,55.760793,37.581242,9
7.124,1,7,Pushkinskaya,55.765607,37.604356,10
7.67,1,7,"Kuznetskiy Most",55.761498,37.624423,11
7.51,1,7,Kitay-gorod,55.75436,37.633877,12
7.77,1,7,Taganskaya,55.739502,37.653605,13
7.62,1,7,Proletarskaya,55.731546,37.666917,14
7.31,1,7,"Volgogradskiy Prospekt",55.725546,37.685197,15
7.139,1,7,Textilschiki,55.709211,37.732117,16
7.68,1,7,Kuzminki,55.705493,37.763295,17
7.127,1,7,"Ryazanskiy Prospekt",55.716139,37.792694,18
7.33,1,7,Vykhino,55.715983,37.816788,19
7.464,1,7,"Lermontovsky Prospekt ",55.702036,37.851044,20
7.465,1,7,Zhulebino,55.684722,37.855833,21
7.508,1,7,Kotelniki,55.6743,37.8582,22
5.82,1,5,Novoslobodskaya,55.779606,37.601252,0
5.119,1,5,"Prospekt Mira",55.779584,37.633646,1
5.55,1,5,Komsomolskaya,55.775672,37.654772,2
5.71,1,5,Kurskaya,55.758631,37.661059,3
5.76,1,5,Taganskaya,55.742396,37.653334,4
5.102,1,5,Paveletskaya,55.731414,37.636294,5
5.36,1,5,Dobryninskaya,55.728994,37.622533,6
5.93,1,5,"Oktyabr'skaya",55.729264,37.611049,7
5.104,1,5,"Park Kultury",55.735221,37.593095,8
5.49,1,5,Kievskaya,55.74361,37.56735,10
5.58,1,5,Krasnopresnenskaya,55.760378,37.577114,11
5.20,1,5,Belorusskaya,55.775179,37.582303,12
10.597,1,10,Seligerskaya,55.86483,37.55005,0
10.598,1,10,"Verkhniye Likhobory",55.85566,37.56282,1
10.596,1,10,Okruzhnaya,55.848889,37.571111,2
10.548,1,10,Petrovsko-Razumovskaya,55.836667,37.575556,3
10.547,1,10,Fonvizinskaya,55.822778,37.588056,4
10.546,1,10,"Butyrskaya ",55.813333,37.602778,5
10.185,1,10,"Mar'ina Roscha",55.793723,37.61618,6
10.184,1,10,Dostoevskaya,55.781667,37.613889,7
10.177,1,10,Trubnaya,55.76771,37.621926,8
10.175,1,10,"Sretenskiy Bul'var",55.766106,37.635688,9
10.72,1,10,Chkalovskaya,55.755951,37.659293,10
10.113,1,10,Rimskaya,55.747027,37.679996,11
10.63,1,10,"Krest'yanskaya Zastava",55.732278,37.665325,12
10.39,1,10,Dubrovka,55.71807,37.676259,13
10.52,1,10,Kozhukhovskaya,55.706156,37.68544,14
10.109,1,10,Pechatniki,55.692921,37.728338,15
10.32,1,10,Volzhskaya,55.690446,37.754314,16
10.75,1,10,Lyublino,55.676596,37.761639,17
10.25,1,10,Bratislavskaya,55.658817,37.748415,18
10.79,1,10,"Mar'ino",55.649158,37.743844,19
10.187,1,10,Borisovo,55.6325,37.743333,20
10.188,1,10,Shipilovskaya,55.621667,37.743611,21
10.186,1,10,Zyablikovo,55.611944,37.745278,22
11.46,1,11,Kashirskaya,55.654327,37.647705,0
11.26,1,11,Varshavskaya,55.653294,37.619522,1
11.44,1,11,Kakhovskaya,55.652923,37.596573,2
12.167,1,12,"Buninskaya Alleya",55.537977,37.515899,0
12.168,1,12,"Ulitsa Gorchakova",55.542281,37.532063,1
12.169,1,12,"Bul'var Admirala Ushakova",55.545207,37.542329,2
12.166,1,12,"Ulitsa Skobelevskaya",55.548103,37.552721,3
12.171,1,12,"Ulitsa Starokachalovskaya",55.569194,37.576074,4
12.466,1,12,Lesoparkovaya,55.581656,37.577816,5
12.467,1,12,"Bittsevsky Park",55.600066,37.556058,6
133.594,1,133,"Petrovsky Park",55.79233,37.55952,8
133.592,1,133,CSKA,55.78643,37.53502,9
133.595,1,133,Khoroshevskaya,55.77643,37.51981,10
133.593,1,133,Shelepikha,55.75723,37.52571,11
133.468,1,133,"Delovoy tsentr",55.7491,37.5395,12
133.470,1,133,"Park Pobedy",55.736478,37.514401,13
133.555,1,133,Minskaya,55.7232,37.5038,14
133.556,1,133,"Lomonosovskiy prospekt",55.7055,37.5225,15
133.557,1,133,Ramenki,55.6961,37.505,16
133.607,1,133,"Michurinsky Prospekt",55.6888,37.485,17
133.608,1,133,Ozyornaya,55.6698,37.4495,18
133.609,1,133,"Govorovo ",55.6588,37.4174,19
133.610,1,133,Solntsevo,55.649,37.3911,20
133.611,1,133,"Borovskoye Highway",55.647,37.3701,21
133.612,1,133,Novoperedelkino,55.6385,37.3544,22
133.613,1,133,Rasskazovka,55.6324,37.3328,23
133.686,1,133,Savyolovskaya,55.793936,37.587038,24
95.515,1,95,Okruzhnaya,55.848889,37.571111,0
95.516,1,95,Vladykino,55.847222,37.591944,1
95.517,1,95,"Botanichesky Sad",55.845556,37.640278,2
95.518,1,95,Rostokino,55.839444,37.667778,3
95.519,1,95,Belokamennaya,55.83,37.700556,4
95.520,1,95,"Bulvar Rokossovskogo",55.817222,37.736944,5
95.521,1,95,Lokomotiv,55.803219,37.745742,6
95.522,1,95,Izmaylovo,55.788611,37.742778,7
95.523,1,95,"Sokolinaya Gora",55.77,37.745278,8
95.524,1,95,"Shosse Entuziastov",55.758633,37.748477,9
95.525,1,95,Andronovka,55.741111,37.734444,10
95.526,1,95,Nizhegorodskaya,55.732222,37.72825,11
95.527,1,95,Novokhokhlovskaya,55.723889,37.716111,12
95.528,1,95,Ugreshskaya,55.718333,37.697778,13
95.529,1,95,Dubrovka,55.71268,37.677775,14
95.530,1,95,Avtozavodskaya,55.70631,37.66314,15
95.531,1,95,ZIL,55.698333,37.648333,16
95.532,1,95,"Verkhniye Kotly",55.69,37.618889,17
95.533,1,95,Krymskaya,55.690038,37.605,18
95.534,1,95,"Ploshchad Gagarina",55.706944,37.585833,19
95.535,1,95,Luzhniki,55.720278,37.563056,20
95.536,1,95,Kutuzovskaya,55.740833,37.533333,21
95.537,1,95,"Business Center",55.747222,37.532222,22
95.538,1,95,Shelepikha,55.7575,37.525556,23
95.539,1,95,Khoroshevo,55.777222,37.507222,24
95.540,1,95,Zorge,55.787778,37.504444,25
95.541,1,95,Panfilovskaya,55.799167,37.498889,26
95.542,1,95,Streshnevo,55.813611,37.486944,27
95.543,1,95,Baltiyskaya,55.825833,37.496111,28
95.544,1,95,Koptevo,55.839637,37.520037,29
95.545,1,95,Likhobory,55.847222,37.551389,30
96.549,1,96,Timiryazevskaya,55.819049,37.578882,0
96.550,1,96,"Ulitsa Milashenkova",55.821876,37.591206,1
96.551,1,96,"Television Center",55.821795,37.608975,2
96.552,1,96,"Ulitsa Akademika Koroleva",55.821821,37.627167,3
96.553,1,96,"Exhibition Center",55.824086,37.638494,4
96.554,1,96,"Ulitsa Sergeya Eisensteina",55.829305,37.644997,5
97.599,1,97,"Petrovsky Park",55.79233,37.55952,0
97.600,1,97,CSKA,55.78643,37.53502,1
97.601,1,97,Khoroshevskaya,55.77643,37.51981,2
97.602,1,97,Shelepikha,55.75723,37.52571,3
97.603,1,97,"Business center",55.7491,37.5395,4
97.685,1,97,Savyolovskaya,55.794054,37.587163,5
97.803,1,97,Elektrozavodskaya,55.782057,37.7053,6
97.805,1,97,Mnevniki,55.76,37.6375,7
97.806,1,97,"People's Militia",55.775278,39.484444,8
98.675,1,98,Kosino,55.7026,37.8511,0
98.676,1,98,"Dmitriyevskogo Street ",55.7093,37.8792,1
98.677,1,98,Lukhmanovskaya,55.7078,37.9004,2
98.641,1,98,Nekrasovka,55.7029,37.9264,3
98.762,1,98,Yugo-Vostochnaya,55.71,37.82,4
98.763,1,98,Okskaya,55.72,37.77,5
98.764,1,98,Stakhanovskaya,55.73,37.76,6
98.765,1,98,Nizhegorodskaya,55.73,37.73,7
98.800,1,98,Lefortovo,55.764444,37.702778,8
98.802,1,98,Elektrozavodskaya,55.782057,37.7053,9
98.804,1,98,Aviamotornaya,55.751933,37.717444,10
131.687,1,131,Lobnya,56.0048,37.29057,0
131.688,1,131,Sheremetyevskaya,55.983882,37.498752,1
131.689,1,131,Khlebnikovo,55.970682,37.504638,2
131.690,1,131,Vodniki,55.953419,37.511143,3
131.691,1,131,Dolgoprudnaya,55.938656,37.520542,4
131.692,1,131,Novodachnaya,55.924459,37.527877,5
131.693,1,131,Mark,55.904458,37.538242,6
131.694,1,131,Lianozovo,55.897316,37.553261,7
131.695,1,131,Beskudnikovo,55.882713,37.567768,8
131.696,1,131,Degunino,55.86586,37.573235,9
131.697,1,131,Okruzhnaya,55.848889,37.571111,10
131.698,1,131,Timiryazevskaya,55.81866,37.574498,11
131.699,1,131,Savyolovskaya,55.793936,37.587038,12
131.700,1,131,Belorusskaya,55.775179,37.582303,13
131.701,1,131,Begovaya,55.773505,37.545518,14
131.702,1,131,Testovskaya,55.754292,37.531551,15
131.703,1,131,Fili,55.744263,37.514526,16
131.704,1,131,Kuntsevskaya,55.730554,37.445591,17
131.705,1,131,"Rabochiy Posyolok",55.726957,37.415577,18
131.706,1,131,Setun,55.723713,37.397259,19
131.707,1,131,Nemchinovka,55.715668,37.374611,20
131.708,1,131,Skolkovo,55.666801,37.424618,21
131.709,1,131,Bakovka,55.682816,37.315205,22
131.710,1,131,Odintsovo,55.67798,37.27773,23
131.801,1,131,"Slavyansky Boulevard",55.729722,37.470556,24
132.711,1,132,Nakhabino,55.841522,37.185204,0
132.712,1,132,Anikeevka,55.832099,37.219829,1
132.713,1,132,Opalikha,55.82333,37.246843,2
132.714,1,132,Krasnogorskaya,55.814571,37.303337,3
132.715,1,132,Pavshino,55.815231,37.341461,4
132.716,1,132,Penyagino,55.822539,37.361049,5
132.717,1,132,Volokolamskaya,55.835154,37.382453,6
132.718,1,132,Tushinskaya,55.825479,37.437024,7
132.719,1,132,Pokrovskoe-Streshnevo,55.814247,37.47678,8
132.720,1,132,Streshnevo,55.813611,37.486944,9
132.721,1,132,"Krasniy Baltiets",55.815514,37.526367,10
132.722,1,132,Grazhdanskaya,55.805527,37.55315,11
132.723,1,132,Dmitrovskaya,55.808056,37.581734,12
132.724,1,132,Rizhskaya,55.792494,37.636114,13
132.725,1,132,Kalanchyovskaya,55.77667,37.65111,14
132.726,1,132,Kurskaya,55.757622,37.660767,15
132.727,1,132,Moskva-Tovarnaya,55.745358,37.688839,16
132.728,1,132,Kalitniki,55.733981,37.702203,17
132.729,1,132,Novokhokhlovskaya,55.718523,37.719236,18
132.730,1,132,Tekstilschiki,55.708934,37.731283,19
132.731,1,132,Kubanskaya,55.685129,37.734258,20
132.732,1,132,Depo,55.674257,37.728446,21
132.733,1,132,Pererva,55.660809,37.716278,22
132.734,1,132,Moskvorechye,55.641239,37.689789,23
132.735,1,132,Tsaritsyno,55.618309,37.668846,24
132.736,1,132,Pokrovskoe,55.814247,37.47678,25
132.737,1,132,"Krasniy Stroitel",55.589455,37.615093,26
132.738,1,132,Bitsa,55.571186,37.611443,27
132.739,1,132,Butovo,55.548279,37.555668,28
132.740,1,132,Scherbinka,55.509724,37.562008,29
132.741,1,132,Ostafyevo,55.50337,37.520055,30
132.742,1,132,Silikatnaya,55.470278,37.555278,31
132.743,1,132,Podolsk,55.431667,37.565,32
132.744,1,132,Trikotazhnaya,55.833137,37.398967,33
132.807,1,132,Kuryanovo,55.649722,37.701667,34
58.367,117,58,Vokzalna,48.475457,35.015926,0
58.368,117,58,Metrobudivnykiv,48.475218,34.995731,1
58.369,117,58,Metalurhiv,48.476634,34.979517,2
58.370,117,58,Zavodska,48.475821,34.959422,3
58.371,117,58,"Prospekt Svobody",48.479871,34.943027,4
58.372,117,58,Komunarivska,48.479298,34.92657,5
49.462,88,49,"Aviastroitelnaya ",55.828897,49.081403,0
49.461,88,49,"Severny Vokzal ",55.841519,49.081778,1
49.460,88,49,"Yashlek (Yunost)",55.827843,49.082905,2
49.271,88,49,"Kozia Sloboda",55.817608,49.097646,3
49.272,88,49,Kremlyovskaya,55.795206,49.105426,4
49.273,88,49,"Ploschad Tukaya",55.787163,49.122126,5
49.274,88,49,"Sukonnaya Sloboda",55.777094,49.142275,6
49.275,88,49,Ametievo,55.765346,49.165083,7
49.276,88,49,Gorky,55.760763,49.189679,8
49.277,88,49,"Prospekt Pobedy",55.750109,49.207735,9
49.640,88,49,"Dubravnaya ",55.7425,49.2197,10
52.294,4,52,Zaeltsovskaya,55.059291,82.912569,0
52.295,4,52,Gagarinskaya,55.051071,82.91477,1
52.296,4,52,"Krasniy Prospekt",55.040998,82.917447,2
52.297,4,52,"Ploschad Lenina",55.029941,82.92069,3
52.298,4,52,Oktyabrskaya,55.018789,82.939007,4
52.299,4,52,"Rechnoy Vokzal",55.008738,82.93827,5
52.300,4,52,Studencheskaya,54.989089,82.906631,6
52.301,4,52,"Ploschad Karla Marksa",54.982931,82.89313,7
53.302,4,53,"Ploschad Garina-Mikhaylovskogo",55.035947,82.897783,0
53.303,4,53,Sibirskaya,55.042163,82.919172,1
53.304,4,53,"Marshala Pokryshkina",55.043634,82.935566,2
53.305,4,53,"Berezovaya Roshcha",55.043242,82.952913,3
53.306,4,53,"Zolotaya Niva",55.037928,82.976044,4
14.190,2,14,Devyatkino,60.050182,30.443045,0
14.191,2,14,"Grazhdanskiy Prospekt",60.034969,30.418224,1
14.192,2,14,Akademicheskaya,60.012806,30.396044,2
14.193,2,14,Politekhnicheskaya,60.008942,30.370907,3
14.194,2,14,"Ploschad' Muzhestva",59.999828,30.366159,4
14.195,2,14,Lesnaya,59.984947,30.344259,5
14.196,2,14,Vyborgskaya,59.970925,30.347408,6
14.197,2,14,"Ploschad' Lenina",59.955611,30.35605,7
14.198,2,14,Chernyshevskaya,59.94453,30.359919,8
14.199,2,14,"Ploschad' Vosstaniya",59.930279,30.361069,9
14.200,2,14,Vladimirskaya,59.927628,30.347898,10
14.201,2,14,Pushkinskaya,59.92065,30.329599,11
14.202,2,14,"Tekhnologicheskiy Institut",59.916512,30.318485,12
14.203,2,14,Baltiyskaya,59.907211,30.299578,13
14.204,2,14,Narvskaya,59.901218,30.274908,14
14.205,2,14,"Kirovskiy Zavod",59.879688,30.261921,15
14.206,2,14,Avtovo,59.867325,30.261337,16
14.207,2,14,"Leninskiy Prospekt",59.85117,30.268274,17
14.208,2,14,"Prospekt Veteranov",59.84211,30.250588,18
15.209,2,15,Parnas,60.06699,30.333839,0
15.210,2,15,"Prospect Prosvescheniya",60.051456,30.332544,1
15.211,2,15,Ozerki,60.037098,30.321495,2
15.212,2,15,"Udel'naya",60.016697,30.315607,3
15.213,2,15,Pionerskaya,60.002487,30.296759,4
15.214,2,15,"Chyornaya Rechka",59.985455,30.300833,5
15.215,2,15,Petrogradskaya,59.966389,30.311293,6
15.216,2,15,"Gor'kovskaya",59.956112,30.31889,7
15.217,2,15,"Nevskiy Prospekt",59.935421,30.327052,8
15.218,2,15,"Sennaya Ploschad'",59.927135,30.320316,9
15.219,2,15,"Tekhnologichesky Institut 2",59.916512,30.318485,10
15.220,2,15,Frunzenskaya,59.906273,30.31745,11
15.221,2,15,"Moskovskiye Vorota",59.891788,30.317873,12
15.222,2,15,Elektrosila,59.879189,30.318659,13
15.223,2,15,"Park Pobedy",59.866344,30.321802,14
15.224,2,15,Moskovskaya,59.848873,30.321483,15
15.225,2,15,Zvyozdnaya,59.833241,30.349428,16
15.226,2,15,Kupchino,59.829781,30.375702,17
16.604,2,16,Begovaya,59.98723,30.20247,0
16.605,2,16,Novokrestovskaya,59.9716,30.2117,1
16.227,2,16,Primorskaya,59.948521,30.23447,2
16.228,2,16,Vasileostrovskaya,59.942577,30.278254,3
16.229,2,16,"Gostiny Dvor",59.933933,30.33341,4
16.230,2,16,Mayakovskaya,59.931366,30.354645,5
16.231,2,16,"Ploschad' Alexandra Nevskogo I",59.924369,30.384989,6
16.232,2,16,Yelizarovskaya,59.89669,30.423656,7
16.233,2,16,Lomonosovskaya,59.877342,30.441715,8
16.234,2,16,Proletraskaya,59.865215,30.470264,9
16.235,2,16,Obukhovo,59.848709,30.457743,10
16.236,2,16,Rybatskoye,59.830986,30.501259,11
17.237,2,17,Spasskaya,59.927135,30.320316,0
17.238,2,17,Dostoyevskaya,59.928234,30.346029,1
17.239,2,17,"Ligovskiy Prospekt",59.920811,30.355055,2
